stream,ID,twi30agg,tpi30agg,accum30,vv30agg,vvsd30agg,npol30agg,NDVI_med,nppmmid30agg,deficitRS,cad30RS,decid30RS,Green_med,NIR_med,cpg30precip,NHDPlus,utm1,utm2,lon,Class,spatial_cluster80,spatial_cluster40,sb_med
X1,4238,8.17527008056641,-1.06678605079651,1298.66931152344,-7.03028774261475,1.88121235370636,0.300249367952347,0.632832944393158,5562.1767578125,380,-6.70675563812256,0.161004886031151,493.921356201172,1955.28479003906,75184,0,173340.452400001,568616.357999999,-115.33053998801,X1,36,93,5
X1,1731,7.96285247802734,0.333672404289246,544.508911132812,-8.58799839019775,1.58704102039337,0.240477204322815,0.629756212234497,2315.73510742188,301,-3.85984778404236,0.20090851187706,575.101196289062,2317.64282226562,91766,0,157560.266799999,539879.097100001,-115.51526048674,X1,24,157,2
X1,1938,7.82355499267578,-5.41750764846802,2476.30541992188,-4.97877550125122,5.39167070388794,0.604368805885315,0.577369093894958,5285.2333984375,317,-4.86577129364014,0.160894677042961,555.276428222656,1855.46240234375,52703,0,171203.931500001,541328.588099999,-115.331924901652,X1,19,148,2
X1,4060,7.0763144493103,-0.232977971434593,274.867279052734,-9.00515460968018,2.16501355171204,0.266850173473358,0.682635128498077,5848.78125,204,-2.41926646232605,0.341408431529999,367.277496337891,1681.73400878906,85742,0,171482.8752,566501.951099999,-115.353675990696,X1,86,20,5
X1,1782,7.26445293426514,-0.20792643725872,411.373657226562,-8.52368450164795,1.47102582454681,0.237258762121201,0.773019075393677,6660.0810546875,192,-4.07656860351562,0.304218947887421,429.923492431641,2622.51123046875,85658,0,164761.974199999,539814.543099999,-115.417657320804,X1,21,163,3
X1,3046,6.78861570358276,0.362074106931686,320.542388916016,-7.88757562637329,1.61898684501648,0.258646667003632,0.599371075630188,2717.43579101562,257,-2.06102275848389,0.24320088326931,639.3095703125,2404.56274414062,112886,0,159751.1217,550208.7469,-115.496317236818,X1,38,159,8
X1,489,6.53599786758423,0.201809346675873,168.287399291992,-9.25119781494141,1.61789846420288,0.21344393491745,0.676360726356506,4802.3564453125,282,-4.74802827835083,0.189770624041557,470.033142089844,2071.75756835938,71136,0,208455.4025,523419.5525,-114.810424475314,X1,71,56,4
X1,4215,8.82938861846924,-1.29494905471802,2872.3681640625,-6.95829248428345,2.88978505134583,0.338220536708832,0.634888708591461,5774.75244140625,260,-2.21878528594971,0.14952726662159,548.594360351562,2177.90087890625,80700,0,171995.9562,568538.6118,-115.348766048299,X1,103,185,5
X1,511,6.1730637550354,-1.35858833789825,9489.740234375,-7.8036036491394,1.76093804836273,0.306393474340439,0.692635238170624,6038.49365234375,255,-4.83914613723755,0.134655371308327,458.040466308594,2217.14892578125,87881,1,158537.517899999,528383.9726,-115.490101498732,X1,91,125,7
X1,2585,7.99798393249512,-1.27522790431976,26311.36328125,-6.74312353134155,2.68439793586731,0.308125972747803,0.748129546642303,5660.583984375,292,-4.97197008132935,0.356563180685043,444.463439941406,2309.9775390625,81876,0,183672.605599999,545693.342900001,-115.167227637579,X1,65,127,4
X1,3481,7.20999526977539,-3.42268872261047,492.251342773438,-7.4935736656189,1.60390090942383,0.298639744520187,0.615666568279266,5136.3359375,468,-10.48095703125,0.105362854897976,515.830932617188,1968.99548339844,44813,0,181483.743100001,552944.1393,-115.204091287534,X1,44,97,1
X1,1146,6.57845401763916,-2.50713443756104,1772.84533691406,-7.08117532730103,1.81174683570862,0.302067160606384,0.693853199481964,4681.00439453125,276,-2.32062220573425,0.276703685522079,455.533843994141,2051.73022460938,89014,0,209148.7809,528539.9443,-114.805744482332,X1,99,84,3
X1,222,7.43699836730957,0.155124247074127,155.532943725586,-8.35418319702148,1.61141610145569,0.263491719961166,0.654447674751282,4609.03955078125,295,-4.31609392166138,0.219449937343597,454.573913574219,1823.67822265625,69919,0,207130.7634,520548.358999999,-114.825692265045,X1,73,11,4
X1,2972,8.12861061096191,-1.10289168357849,983.03271484375,-8.3038272857666,1.56336462497711,0.265691310167313,0.702128946781158,5304.37841796875,321,-5.05917596817017,0.141405686736107,461.609802246094,2172.435546875,65468,0,188413.5484,547016.0568,-115.104198588567,X1,46,15,4
X1,1730,7.54807996749878,0.00863986555486917,289.944976806641,-8.47295188903809,1.71241903305054,0.233807072043419,0.642852127552032,2268.24926757812,285,-4.13519954681396,0.210368767380714,581.782653808594,2477.99487304688,94705,0,157353.8915,539892.326300001,-115.518069063409,X1,11,157,2
X1,3147,6.45158100128174,0.15799967944622,225.729019165039,-7.97096729278564,2.40932536125183,0.282221734523773,0.704714119434357,3185.01977539062,270,-6.01541090011597,0.209026366472244,574.393737792969,3008.82861328125,108896,0,161322.1149,551098.489499999,-115.475925341331,X1,64,9,8
X1,3972,8.02548027038574,1.62188041210175,1250.19616699219,-5.85460519790649,2.76716423034668,0.379234433174133,0.698697984218597,6234.97314453125,364,-6.87009429931641,0.127087369561195,448.660949707031,2056.4404296875,79371,0,175079.330700001,563585.271500001,-115.301782725027,X1,109,173,2
X1,1198,6.40017509460449,-2.3604736328125,2491.1064453125,-6.29230642318726,2.37747812271118,0.338491827249527,0.611590027809143,5798.9677734375,390,-4.21577501296997,0.0409041494131088,546.099975585938,2182.25170898438,61000,0,167213.328600001,533014.9256,-115.377531274545,X1,42,146,5
X1,1546,8.1602201461792,0.613471150398254,942.719482421875,-11.9459743499756,4.85492897033691,0.273934006690979,0.633108258247375,6133.314453125,217,-2.14104104042053,0.285507053136826,395.358184814453,1579.99951171875,121956,0,179198.0079,535347.3661,-115.217663838078,X1,101,205,7
X1,2854,8.80575180053711,-1.62863492965698,265.947235107422,-8.0525016784668,1.5333092212677,0.277208656072617,0.595461010932922,5437.98828125,268,-3.44904112815857,0.192096501588821,487.769073486328,1822.49743652344,91578,0,181261.0296,547141.4103,-115.20137143872,X1,8,168,3
X1,1883,6.79422187805176,0.216010197997093,161.209167480469,-6.80340528488159,2.25748085975647,0.288453370332718,0.588745534420013,4988.03271484375,358,-9.27394580841064,0.198776140809059,646.719360351562,2376.39428710938,73077,0,189514.135,538895.563999999,-115.081400803603,X1,34,182,6
X1,10641,8.09087181091309,0.0772433802485466,551.614501953125,-7.21078968048096,1.67229354381561,0.298400431871414,0.740378558635712,6211.82763671875,276,-6.01913833618164,0.320527076721191,333.830749511719,1681.99719238281,72878,0,187365.2423,527879.1591,-115.099833042058,X1,79,45,1
X1,4257,8.03193473815918,-0.201205790042877,229.776489257812,-12.2686700820923,1.68294084072113,0.189341098070145,0.446837067604065,3508.2626953125,466,-10.3962001800537,0.0501593910157681,676.953430175781,1957.46813964844,37153,0,187680.8303,567429.8928,-115.134093507509,X1,79,26,7
X1,3427,7.24039316177368,0.276841908693314,457.788787841797,-8.8659200668335,1.64400207996368,0.234890401363373,0.63721114397049,2253.33129882812,371,-3.40237998962402,0.138357743620872,676.046691894531,2900.68286132812,68557,0,174332.925000001,552944.093900001,-115.301199213279,X1,55,190,10
X1,2320,9.66592979431152,-0.702406167984009,2606.60229492188,-7.58954000473022,2.3852686882019,0.269930958747864,0.703006625175476,5921.2666015625,253,-3.90652060508728,0.27122375369072,399.927001953125,1841.69079589844,87549,0,184636.749299999,543247.5296,-115.151751517182,X1,70,212,4
X1,1675,7.82704496383667,-0.370171427726746,8992.8251953125,-8.11269378662109,2.31195831298828,0.288562506437302,0.694706439971924,5479.71435546875,299,-5.77486944198608,0.245084717869759,335.730194091797,1465.96826171875,87967,1,190233.571,535377.531099999,-115.068257853201,X1,77,78,6
X1,1365,5.71076822280884,0.689358174800873,421.349273681641,-4.56371450424194,2.94229960441589,0.524478912353516,0.642569601535797,5748.69287109375,376,-3.32818055152893,0.115740828216076,512.087951660156,2137.6904296875,52486,0,168501.322899999,534344.195,-115.361452654147,X1,89,160,6
X1,3535,10.7023506164551,-0.8662109375,25505.416015625,-9.54147720336914,1.44844329357147,0.227674216032028,0.657088279724121,5249.7451171875,425,-9.77294445037842,0.0916843265295029,516.700256347656,2146.1611328125,44968,1,183222.588199999,553176.973200001,-115.180704811299,X1,54,104,1
X1,1713,8.5748462677002,-0.912868916988373,6444.1787109375,-8.51762962341309,2.18114328384399,0.258229404687881,0.682737827301025,5073.3046875,281,-4.7586612701416,0.35498571395874,387.302642822266,1698.5185546875,90477,0,191799.695900001,536197.5294,-115.047834836205,X1,5,28,6
X1,2925,8.73954105377197,-0.693861246109009,637.330078125,-10.665922164917,1.7230966091156,0.181905075907707,0.577558100223541,2986.50756835938,254,-3.45486974716187,0.0589055642485619,561.453735351562,2225.14208984375,91214,0,180261.960899999,547564.7445,-115.215345885777,X1,62,172,3
X1,2622,8.03650856018066,-0.0501708984375,572.569213867188,-9.47137832641602,2.25591921806335,0.215735211968422,0.577843427658081,2424.11572265625,257,-2.49748706817627,0.235334321856499,591.809692382812,2125.2412109375,102134,0,157891.679300001,548466.5151,-115.51972451420001,X1,6,202,10
X1,4150,6.62858867645264,0.575337707996368,20.9241638183594,-10.2689828872681,1.46701419353485,0.213636115193367,0.596697270870209,4357.609375,436,-10.4231615066528,-0.00926525611430407,535.499084472656,1975.99877929688,36807,0,187006.406099999,566427.119999999,-115.142292302084,X1,63,50,7
X1,474,9.73616313934326,-2.88197159767151,1460.6884765625,-6.84931993484497,1.93581819534302,0.330004632472992,0.724859118461609,6635.986328125,279,-7.86196231842041,0.164271742105484,334.609771728516,1530.86401367188,87259,1,159064.569,528123.622,-115.482708635758,X1,83,111,7
X1,667,8.22193336486816,-1.20884871482849,657.4638671875,-7.7188196182251,1.76704084873199,0.272676080465317,0.644894480705261,2097.80004882812,352,-6.6361289024353,0.0495810285210609,657.820617675781,2784.5634765625,80218,0,206892.1458,525575.3818,-114.833548493834,X1,73,43,2
X1,1718,9.83091735839844,-1.05906844139099,1815.40124511719,-10.4646158218384,2.65023422241211,0.216519832611084,0.568881511688232,1628.55334472656,265,-4.01064586639404,0.282707512378693,728.348815917969,2158.28295898438,89461,0,192155.296599999,536222.929500001,-115.043042377077,X1,26,161,6
X1,3025,6.71636438369751,-3.305908203125,6653.56298828125,-6.31951570510864,2.61202812194824,0.349392980337143,0.736116766929626,5382.5458984375,284,-3.70681881904602,0.148064076900482,457.842010498047,2269.60571289062,66108,1,191897.905999999,546924.5056,-115.056826597805,X1,5,28,5
X1,1384,6.22997236251831,0.810411214828491,205.649642944336,-11.1063013076782,2.2950963973999,0.214354857802391,0.680771827697754,6482.5068359375,191,-2.12821555137634,0.387362986803055,327.087799072266,1569.4453125,82147,0,176922.783,533732.456900001,-115.246861565121,X1,49,96,7
X1,27,7.71031427383423,-0.530748128890991,513.043395996094,-8.59706783294678,2.25951528549194,0.236948147416115,0.733644604682922,5413.4794921875,264,-4.14314842224121,0.388676881790161,430.13037109375,2014.71923828125,82813,0,204317.919500001,516697.7114,-114.860139033458,X1,18,19,1
X1,1150,7.45999813079834,-0.14351399242878,146.818954467773,-8.1744213104248,1.71355056762695,0.255165547132492,0.562283992767334,2428.39111328125,301,-2.28904962539673,0.0979490354657173,699.444091796875,2559.45727539062,87905,0,209056.965,528582.478800001,-114.807026109277,X1,99,101,3
X1,2981,6.41350984573364,0.717976868152618,258.213348388672,-6.74033164978027,3.36885118484497,0.336080998182297,0.622048914432526,3809.47875976562,175,-2.06843781471252,0.152413547039032,580.168273925781,2738.6455078125,110484,0,158900.220000001,549918.8687,-115.507559312896,X1,83,125,8
X1,2226,9.88845252990723,-0.769436299800873,2433.40991210938,-6.83491849899292,1.81527161598206,0.307744741439819,0.71767270565033,5512.95361328125,325,-4.2688570022583,0.183078542351723,407.586090087891,1966.67626953125,75652,0,188398.3116,542311.956700001,-115.099835483144,X1,30,15,4
X1,2344,5.10600662231445,-1.50948083400726,651.664489746094,-9.02879047393799,2.12840032577515,0.270598858594894,0.58121931552887,5129.84375,336,-2.93673634529114,0.120022803544998,549.158813476562,1965.54296875,59052,0,170744.262599999,544756.541099999,-115.341623084112,X1,75,103,2
X1,3073,8.84622192382812,-2.33033585548401,5446.8955078125,-8.78905582427979,2.7048134803772,0.234820008277893,0.72331178188324,6435.32080078125,351,-4.85903358459473,0.157457813620567,526.890075683594,2713.154296875,72052,0,170716.775800001,549490.860099999,-115.346794489904,X1,75,103,9
X1,3660,9.19750785827637,-3.6644287109375,3687.43627929688,-7.93830919265747,1.92922854423523,0.289042085409164,0.781964540481567,6800.3720703125,237,-2.34094071388245,0.0560548938810825,432.067199707031,2442.04370117188,93134,1,171283.607899999,556052.6315,-115.345758233335,X1,19,90,6
X1,1346,8.08384132385254,-7.91327571868896,4920.22216796875,-6.84127807617188,3.27273225784302,0.315684348344803,0.66198867559433,6006.33154296875,364,-6.35604572296143,0.132730349898338,488.345947265625,2107.48120117188,51399,1,168792.3651,534026.694399999,-115.357192068589,X1,87,192,6
X1,922,7.68080949783325,-4.79889583587646,943.767578125,-8.72661685943604,1.76566469669342,0.26881742477417,0.69764119386673,4529.11865234375,253,-3.00464868545532,0.228434145450592,458.136596679688,2082.09594726562,92239,1,209157.671,526957.0977,-114.804171834011,X1,99,84,3
X1,3828,8.8086462020874,-1.81703019142151,3931.82568359375,-7.10466337203979,2.05106163024902,0.326385051012039,0.689048111438751,6400.9013671875,222,-3.12463617324829,0.0530528090894222,368.242309570312,1533.82263183594,101030,1,171220.372500001,559039.959799999,-115.349652684082,X1,19,148,6
X1,2826,8.50308322906494,0.190768778324127,1077.17956542969,-8.84513187408447,1.56756389141083,0.258804321289062,0.668343126773834,4089.42407226562,377,-3.98976540565491,0.00144078198354691,516.718933105469,2326.05712890625,63600,0,188062.181,546371.5305,-115.108339437666,X1,4,187,4
X1,3851,9.33069515228271,-0.0572306327521801,1101.06884765625,-7.92582416534424,1.52063417434692,0.2790786921978,0.729560196399689,5829.4052734375,421,-10.1439714431763,0.0576148554682732,431.028961181641,2163.138671875,61494,0,200814.7498,556514.6105,-114.944866272892,X1,74,60,9
X1,3404,9.0303373336792,0.136786565184593,1532.23913574219,-9.36908149719238,2.57195234298706,0.267464458942413,0.699027895927429,5610.8984375,370,-5.20769739151001,0.157456010580063,367.482971191406,1661.32543945312,51163,0,183463.7829,551940.166999999,-115.176209712129,X1,81,170,1
X1,10676,6.95268201828003,-1.02507865428925,293.308197021484,-6.22747611999512,2.58680701255798,0.367069393396378,0.70750629901886,5583.35400390625,233,-3.46202278137207,0.325112074613571,324.819091796875,1620.84313964844,91247,0,189205.476,530459.804300001,-115.077432533987,X1,84,210,8
X1,2034,8.26742458343506,0.379462361335754,768.977355957031,-8.78365135192871,2.13116478919983,0.252178847789764,0.732053577899933,4261.3046875,266,-6.51182079315186,0.270619839429855,391.549041748047,1904.17626953125,68615,0,165254.266000001,542561.5021,-115.413802896086,X1,92,169,1
X1,2651,6.65921258926392,0.6727294921875,184.817825317383,-10.2147026062012,2.98049688339233,0.218729749321938,0.642250537872314,2682.923828125,272,-2.39963698387146,0.101959094405174,582.859191894531,2334.57470703125,72453,0,168554.303099999,547582.4168,-115.374192123763,X1,89,109,9
X1,1491,7.77268171310425,-1.37569177150726,4107.01123046875,-7.20515632629395,1.65507161617279,0.325288832187653,0.694975674152374,6222.15283203125,222,-3.47619962692261,0.13424052298069,379.336090087891,1679.09338378906,123144,1,182756.5021,533863.471999999,-115.168025930449,X1,20,110,8
X1,737,8.84955501556396,-4.04268407821655,25358.10546875,-8.3328914642334,1.78559184074402,0.263931959867477,0.696418583393097,5141.482421875,383,-6.68467235565186,0.15872648358345,448.291778564453,1988.60107421875,67670,1,213249.5539,525381.963,-114.747377731467,X1,93,4,3
X1,2866,4.74210119247437,2.05081510543823,84.7158508300781,-6.31915950775146,2.01100015640259,0.355989575386047,0.465226739645004,1860.38500976562,454,-7.12373542785645,-0.0130188120529056,686.087524414062,1975.00634765625,47260,0,172758.975199999,548015.469900001,-115.317593076228,X1,110,188,2
X1,3028,8.49380397796631,-2.74248600006104,1662.79870605469,-6.57174253463745,2.23452115058899,0.33598980307579,0.691682159900665,5368.67626953125,335,-3.34702754020691,0.0738162249326706,466.010009765625,2132.51196289062,65019,0,191965.5692,546940.068299999,-115.055923363727,X1,26,128,5
X1,4259,5.68311405181885,-0.202121317386627,203.732849121094,-7.73539781570435,4.48703861236572,0.393384784460068,0.701402008533478,6064.5283203125,300,-5.65853595733643,0.0877362191677094,376.889892578125,1729.947265625,78041,0,172688.5177,568946.558700001,-115.339751796963,X1,110,189,5
X1,4225,6.35600566864014,0.620876729488373,101.431182861328,-9.65179443359375,2.60157632827759,0.265972256660461,0.717430770397186,6073.40966796875,215,-3.25688529014587,0.241205021739006,381.293273925781,1754.20397949219,86136,0,171020.4038,568714.3802,-115.362226913182,X1,25,131,5
X1,2738,8.48727226257324,-1.57447648048401,1583.68237304688,-9.13009452819824,1.83051228523254,0.252320766448975,0.5398810505867,3215.23852539062,305,-2.85806441307068,0.204539477825165,625.436462402344,2077.0458984375,76782,0,177198.3444,547106.2206,-115.256454213327,X1,41,141,3
X1,1962,7.69092035293579,-0.165920674800873,398.573211669922,-9.65114498138428,2.02922368049622,0.19911783933639501,0.667811572551727,2505.53955078125,254,-3.91685700416565,0.276831060647964,495.603240966797,2291.84741210938,73145,0,162038.0198,542329.444499999,-115.457145846008,X1,45,115,1
X1,1159,7.94405221939087,-2.45704483985901,1172.3310546875,-8.85956954956055,2.15759634971619,0.265956193208694,0.69673627614975,5191.07421875,406,-5.97110843658447,0.152949467301369,418.666900634766,1854.99060058594,65408,0,212295.154100001,528336.225299999,-114.762976356405,X1,48,37,3
X1,4151,5.37420606613159,1.83131241798401,109.062080383301,-6.67837285995483,3.04083681106567,0.346785932779312,0.779696226119995,6595.63671875,259,-2.7116014957428,0.129196152091026,463.377380371094,2899.4208984375,91902,0,170257.746099999,568064.477499999,-115.37194574746,X1,58,171,5
X1,208,6.33333969116211,0.408460825681686,92.1412048339844,-7.66950607299805,1.68937432765961,0.256186455488205,0.704531788825989,5064.1318359375,277,-2.86561322212219,0.249809667468071,409.449249267578,1861.05358886719,65392,0,209458.043099999,520040.358100001,-114.793775573098,X1,108,61,4
X1,1295,9.01963138580322,-0.438774943351746,158.996047973633,-8.57974624633789,1.72025525569916,0.256423056125641,0.704804062843323,4715.50439453125,318,-2.70340776443481,0.18663302063942,492.336364746094,2284.724609375,81142,0,210655.0516,529281.3188,-114.786037116032,X1,104,17,3
X1,835,8.20089912414551,-3.70998811721802,4457.6845703125,-10.1307191848755,2.10342907905579,0.204010799527168,0.62913054227829,2614.36962890625,301,-3.14852952957153,0.166109427809715,550.294677734375,2242.72241210938,90015,1,209166.9956,526358.592499999,-114.803496738423,X1,99,84,3
X1,132,8.07217597961426,-0.115410700440407,623.211242675781,-6.53872442245483,2.19061088562012,0.324574172496796,0.711768507957458,5230.86376953125,273,-4.00519227981567,0.204540923237801,358.595611572266,1697.22192382812,73402,0,207372.275599999,518738.817199999,-114.82076522285,X1,52,85,4
X1,4266,11.669713973999,-0.361924916505814,5018.13330078125,-9.11647510528564,1.89305591583252,0.255074471235275,0.678154349327087,5127.548828125,375,-6.89965629577637,0.183998286724091,421.306274414062,1824.29235839844,52760,0,177534.5065,568633.9241,-115.273451812135,X1,41,82,6
X1,4070,6.71460771560669,0.312540680170059,251.931716918945,-9.450364112854,2.70296168327332,0.256845235824585,0.683758497238159,6050.38427734375,202,-2.74504995346069,0.358846783638,327.386077880859,1536.40344238281,83350,0,171641.625499999,566868.1351,-115.351888364569,X1,86,5,5
X1,1464,7.19297647476196,0.158393010497093,240.321807861328,-9.88183307647705,2.42957830429077,0.256704390048981,0.691633999347687,6599.99365234375,249,-2.18184804916382,0.341094106435776,381.100891113281,1698.51806640625,79788,0,177352.8905,534199.8178,-115.241504463736,X1,41,141,7
X1,10600,6.22868013381958,-0.516303181648254,144.85107421875,-7.86207294464111,1.77117812633514,0.281216382980347,0.67162811756134,6372.6591796875,216,-2.91569328308105,0.355180531740189,348.174713134766,1507.9599609375,74105,0,184098.160800001,526190.0557,-115.142369935645,X1,12,21,10
X1,924,7.25779819488525,-4.9244384765625,270.271911621094,-8.37783336639404,1.54284930229187,0.250675171613693,0.75204473733902,5473.99462890625,274,-5.86896371841431,0.146793887019157,409.195953369141,2120.7802734375,92080,0,208617.4965,527063.777899999,-114.811578183332,X1,99,41,3
X1,2552,6.97836256027222,-3.44516324996948,145027.375,-9.44752311706543,1.65899610519409,0.237377315759659,0.721462905406952,5413.18212890625,386,-9.13229751586914,0.0724851191043854,469.215637207031,2366.08471679688,67043,2,189395.4768,544913.4561,-115.088835330717,X1,84,182,4
X1,3306,7.03264188766479,0.313137471675873,433.778839111328,-9.15977096557617,1.44181156158447,0.247219741344452,0.7103590965271,5592.37548828125,288,-4.28076410293579,0.317157477140427,338.299133300781,1625.96533203125,60877,0,181520.890699999,551368.0309,-115.202026284833,X1,3,97,1
X1,153,9.81987380981445,-1.44211149215698,2316.13940429688,-8.02839660644531,1.95124995708466,0.286908388137817,0.707027852535248,5228.16943359375,310,-5.92704820632935,0.0848777294158936,323.051818847656,1524.90490722656,69913,0,209531.0682,518875.1307,-114.791723644495,X1,108,61,4
X1,2609,7.85411548614502,0.0104709202423692,545.676391601562,-9.51358413696289,2.41100382804871,0.223643898963928,0.612003266811371,2516.54443359375,258,-2.44264674186707,0.268313139677048,503.409240722656,1961.97155761719,100315,0,157911.999399999,548392.008199999,-115.519371141887,X1,6,202,10
X1,3181,6.85953426361084,0.108167856931686,353.963439941406,-6.82602071762085,2.92738080024719,0.352196872234344,0.768576920032501,6152.7998046875,230,-3.01436853408813,0.174319997429848,574.824951171875,3608.73364257812,117679,0,161015.1976,551862.6076,-115.480883147699,X1,64,175,8
X1,515,7.16600894927979,0.366522908210754,201.486953735352,-9.54998683929443,1.6540150642395,0.221569985151291,0.633007764816284,2977.45532226562,222,-6.26370096206665,0.317478835582733,446.289031982422,2169.8603515625,81758,0,166078.755100001,527685.1722,-115.387453170125,X1,1,10,8
X1,3397,8.67720794677734,0.441067159175873,1885.12036132812,-9.66995716094971,2.95679140090942,0.229394614696503,0.661113798618317,2213.79736328125,375,-3.3931550979614298,0.155567348003387,591.98095703125,2565.21533203125,71652,0,173955.310799999,552818.787,-115.3062003974,X1,55,142,10
X1,2996,10.0395565032959,-0.972249329090118,12143.1884765625,-6.72051572799683,2.61710000038147,0.30268195271492,0.715501964092255,5711.53271484375,328,-4.95984411239624,0.300847202539444,536.110046386719,2608.79931640625,79371,1,183438.7136,547635.3884,-115.172310821058,X1,81,170,1
X1,4005,8.37018871307373,-3.10799145698547,12220.6328125,-6.97701787948608,2.07021760940552,0.320870697498322,0.758482933044434,6542.83203125,233,-5.11252546310425,0.0605877563357353,379.666870117188,2067.60278320312,94999,1,170491.865499999,564883.465500001,-115.365511041416,X1,14,38,1
X1,3276,6.65593767166138,-2.19270157814026,8758.908203125,-8.39772796630859,1.52868354320526,0.280810236930847,0.68602854013443,5015.34619140625,372,-7.50169849395752,0.0997461453080177,424.028686523438,1828.02941894531,48742,1,194433.9342,549759.9145,-115.025127931125,X1,50,120,3
X1,4270,7.50348997116089,0.0139973955228925,265.252685546875,-9.14261054992676,2.25710916519165,0.248900964856148,0.674468040466309,5009.560546875,366,-7.69817686080933,0.105243191123009,587.945251464844,2558.94458007812,50967,0,177698.5485,568977.883099999,-115.271563720089,X1,105,82,6
X1,406,7.44764566421509,0.3594970703125,366.419158935547,-9.5295352935791,2.84726691246033,0.224762693047523,0.712844491004944,7032.2236328125,231,-4.50013113021851,0.122902683913708,323.962677001953,1593.45812988281,80776,0,165123.6074,527248.6088,-115.399918583117,X1,92,169,8
X1,86,8.90299034118652,-0.21036784350872,1088.35876464844,-9.21989154815674,2.12189555168152,0.258357375860214,0.677847027778625,4781.52294921875,281,-6.83471822738647,0.151595175266266,514.3779296875,2254.08618164062,72192,0,210042.2443,517655.928300001,-114.783704555594,X1,108,52,4
X1,1143,8.81807327270508,-1.09889054298401,1822.29052734375,-8.9561653137207,1.96973443031311,0.241641357541084,0.669384837150574,2250.70629882812,407,-6.37411546707153,0.133594796061516,553.127685546875,2386.78173828125,65528,1,212298.9641,528221.925100001,-114.762820732711,X1,48,37,3
X1,4197,10.7296237945557,-0.146755635738373,1260.03063964844,-9.60794067382812,1.45355594158173,0.239926531910896,0.630954325199127,4571.62353515625,444,-10.2629108428955,0.0218797102570534,478.359924316406,1890.42785644531,37084,0,187447.9966,566810.7666,-115.136656527949,X1,79,45,7
X1,3805,9.74081420898438,-2.42104768753052,8155.93212890625,-8.5733585357666,1.52112901210785,0.257879287004471,0.726752996444702,5475.7529296875,384,-4.57991647720337,0.180528372526169,475.446990966797,2328.4580078125,61631,0,178130.4562,558138.257999999,-115.254821027192,X1,105,98,7
X1,518,7.08926725387573,0.174343526363373,229.911163330078,-8.31664371490479,1.57524788379669,0.262126952409744,0.73608273267746,6695.6064453125,225,-6.53924083709717,0.377592265605927,368.862060546875,1968.69458007812,81967,0,166420.068299999,527701.0472,-115.382855756903,X1,37,203,8
X1,1651,8.43092441558838,-1.3446044921875,10486.998046875,-9.86308002471924,3.13115835189819,0.242256447672844,0.596540451049805,4699.29248046875,226,-3.06870102882385,0.241698503494263,525.084228515625,1897.83972167969,125823,1,179064.234300001,536248.8562,-115.220367717362,X1,101,205,7
X1,3308,8.17202091217041,0.474663615226746,920.856506347656,-10.1701850891113,1.67294275760651,0.218317538499832,0.566002428531647,3800.5703125,304,-4.1577205657959,0.274261504411697,613.772033691406,2147.59204101562,61426,0,181392.832,551410.364399999,-115.203806919554,X1,44,97,1
X1,3163,7.61256313323975,-0.340481221675873,346.150848388672,-9.01370429992676,1.59944379329681,0.239105969667435,0.691391170024872,5300.09619140625,341,-3.80055546760559,0.23411026597023,550.306518554688,2569.88403320312,62422,0,184265.908500001,549032.3912,-115.162458478462,X1,12,21,1
X1,3879,9.58985710144043,-4.75705289840698,9547.26171875,-8.79782199859619,2.42202711105347,0.258096694946289,0.624096274375916,4724.85498046875,235,-6.15647315979004,0.079924963414669,588.037353515625,2469.412109375,106541,1,170512.346000001,559885.358100001,-115.360137017097,X1,14,38,6
X1,726,10.8449335098267,-2.34351944923401,14068.162109375,-7.77534151077271,1.5509694814682,0.292047530412674,0.727789163589478,5274.49560546875,373,-7.00244045257568,0.239649370312691,382.534301757812,1819.02746582031,65769,1,213362.584100001,525336.242900001,-114.745807263483,X1,93,4,3
X1,962,8.2604513168335,0.00200737849809229,762.744567871094,-9.05522441864014,2.47634220123291,0.250771194696426,0.73734050989151,5245.66015625,387,-7.31288766860962,0.203953087329865,419.981658935547,2038.70104980469,60117,1,213979.0645,526897.8486,-114.738882443713,X1,93,195,3
X1,1247,5.56838226318359,-3.74994564056396,580.311401367188,-8.79815578460693,2.6847620010376,0.292242348194122,0.670413374900818,5028.66162109375,301,-2.08606266975403,0.0698828771710396,427.059112548828,1886.86926269531,86116,0,209437.9659,529162.446599999,-114.802401803245,X1,108,61,10
X1,2966,7.4452953338623,-1.15064835548401,4916.96923828125,-7.33312654495239,1.82055425643921,0.294651836156845,0.615692317485809,5154.6875,388,-4.87916231155396,0.166528195142746,486.751129150391,1853.95239257812,57177,1,172434.066199999,548519.872500001,-115.322510433664,X1,43,166,2
X1,1653,9.88411331176758,-2.08151578903198,3147.08642578125,-7.96388673782349,1.60003077983856,0.269867300987244,0.685074508190155,5440.048828125,278,-5.41415548324585,0.357727885246277,317.444091796875,1351.53833007812,89003,0,190417.7215,535174.330700001,-115.065568063099,X1,77,217,6
X1,3351,9.49334239959717,-3.44169116020203,11695.740234375,-8.33802890777588,1.7127377986908,0.25845742225647,0.712909281253815,5029.5087890625,309,-4.66614818572998,0.220579653978348,398.850677490234,1867.37548828125,55632,1,191603.673599999,550770.985099999,-115.064532797373,X1,5,46,2
